detection_index,entry_index,exit_index,termination_index,status,reason,reference_entry,exit_reference_price,entry_price,exit_price,stop_price,target_price,gross_points,fill_pnl_points,net_points,net_dollars,fees_dollars,slippage_points,holding_bars,holding_minutes,mae_points,detection_timestamp,entry_timestamp,exit_timestamp,expiry_timestamp,pattern_id,direction,entry_kind,entry_offset_points,horizon,pending_bars,stop_points,target_points,balance_after_dollars
355064,355065,355065,355065,closed,timeout,18952.5,18953.0,18952.75,18952.75,18944.5,18964.5,0.5,0.0,-0.5,-10.0,10.0,0.5,1.0,1.0,0.25,2024-01-02 03:11:00+00:00,2024-01-02 03:11:00+00:00,2024-01-02 03:12:00+00:00,2024-01-02 03:12:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49990.0
355065,355066,355066,355066,closed,timeout,18952.75,18953.25,18953.0,18953.0,18944.75,18964.75,0.5,0.0,-0.5,-10.0,10.0,0.5,1.0,1.0,0.25,2024-01-02 03:12:00+00:00,2024-01-02 03:12:00+00:00,2024-01-02 03:13:00+00:00,2024-01-02 03:13:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49980.0
355126,355127,355127,355127,closed,timeout,18949.0,18948.75,18949.25,18948.5,18941.0,18961.0,-0.25,-0.75,-1.25,-25.0,10.0,0.5,1.0,1.0,0.75,2024-01-02 04:13:00+00:00,2024-01-02 04:13:00+00:00,2024-01-02 04:14:00+00:00,2024-01-02 04:14:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49955.0
355311,355312,355312,355312,closed,timeout,18961.5,18962.5,18961.75,18962.25,18953.5,18973.5,1.0,0.5,0.0,0.0,10.0,0.5,1.0,1.0,0.5,2024-01-02 07:18:00+00:00,2024-01-02 07:18:00+00:00,2024-01-02 07:19:00+00:00,2024-01-02 07:19:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49955.0
355312,355313,355313,355313,closed,timeout,18963.0,18961.75,18963.25,18961.5,18955.0,18975.0,-1.25,-1.75,-2.25,-45.0,10.0,0.5,1.0,1.0,2.0,2024-01-02 07:19:00+00:00,2024-01-02 07:19:00+00:00,2024-01-02 07:20:00+00:00,2024-01-02 07:20:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49910.0
355320,355321,355321,355321,closed,timeout,18963.75,18961.75,18964.0,18961.5,18955.75,18975.75,-2.0,-2.5,-3.0,-60.0,10.0,0.5,1.0,1.0,2.25,2024-01-02 07:27:00+00:00,2024-01-02 07:27:00+00:00,2024-01-02 07:28:00+00:00,2024-01-02 07:28:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49850.0
355589,355590,355590,355590,closed,timeout,18815.0,18818.25,18815.25,18818.0,18807.0,18827.0,3.25,2.75,2.25,45.0,10.0,0.5,1.0,1.0,2.0,2024-01-02 11:56:00+00:00,2024-01-02 11:56:00+00:00,2024-01-02 11:57:00+00:00,2024-01-02 11:57:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49895.0
355590,355591,355591,355591,closed,timeout,18818.0,18817.0,18818.25,18816.75,18810.0,18830.0,-1.0,-1.5,-2.0,-40.0,10.0,0.5,1.0,1.0,1.75,2024-01-02 11:57:00+00:00,2024-01-02 11:57:00+00:00,2024-01-02 11:58:00+00:00,2024-01-02 11:58:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49855.0
355727,355728,355728,355728,closed,timeout,18803.25,18802.5,18803.5,18802.25,18795.25,18815.25,-0.75,-1.25,-1.75,-35.0,10.0,0.5,1.0,1.0,1.5,2024-01-02 14:14:00+00:00,2024-01-02 14:14:00+00:00,2024-01-02 14:15:00+00:00,2024-01-02 14:15:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49820.0
355737,355738,355738,355738,closed,timeout,18814.75,18811.5,18815.0,18811.25,18806.75,18826.75,-3.25,-3.75,-4.25,-85.0,10.0,0.5,1.0,1.0,6.0,2024-01-02 14:24:00+00:00,2024-01-02 14:24:00+00:00,2024-01-02 14:25:00+00:00,2024-01-02 14:25:00+00:00,compression_breakout_long_all_8b15ef460b72,1,market,0.0,1,1,8,12,49735.0
